Batch,Frequency,Frequency Detla,|V| Sadie 1,Vphase Sadie 1,|V| Sadie 2,Vphase Sadie 2,|V| Tucker,Vphase Tucker,|V| Duke,Vphase Duke,|V| Adam,Vphase Adam,|V| Zeus,Vphase Zeus,|V| Murphy,Vphase Murphy,|I| Sadie 1 to Tucker,Iangle Sadie 1 to Tucker,|I| Sadie 1 to Duke,Iangle Sadie 1 to Duke,|I| Sadie 1 to Sadie 2,Iangle Sadie 1 to Sadie 2,|I| Sadie 2 to Tucker,Iangle Sadie 2 to Tucker,|I| Sadie 2 to Duke,Iangle Sadie 2 to Duke,|I| Duke to Adam,Iangle Duke to Adam,|I| Tucker to Adam,Iangle Tucker to Adam,|I| Zeus to Tucker,Iangle Zeus to Tucker,|I| Zeus to Murphy,Iangle Zeus to Murphy,|I| Murphy to Zeus,Iangle Murphy to Zeus,|I| Duke to Murphy,Iangle Duke to Murphy
73,60.014,0,26705.1,0,26653.1,0.01058,25206.8,-3.26986,25551,-2.19656,25143.7,-3.24986,24270.3,-5.78466,24267.1,-5.59606,702.729,-5.00446,427.724,-0.45956,0.477669,163.27514,703.79,-4.59516,431.512,-1.58106,259.509,1.50994,15.7094,-102.53986,30.9535,-143.94886,491.593,175.34514,31.5406,38.14094,571.382,175.37814
74,60.014,0,26699.6,0,26647.7,0.01072,25204,-3.26431,25549.8,-2.20191,25137.5,-3.25661,24262.9,-5.78991,24264.2,-5.59841,702.612,-5.03601,427.724,-0.52731,0.477669,163.20739,703.562,-4.59041,431.428,-1.59321,259.509,1.44219,15.3152,-103.21661,31.1446,-143.31061,491.487,175.32539,31.5406,38.07319,571.169,175.39339
75,60.013,-0.03,26698.7,0,26646.8,0.01086,25202.3,-3.27064,25547.7,-2.19894,25139.2,-3.25024,24263.1,-5.78064,24261.3,-5.60244,702.261,-4.99674,427.648,-0.54044,0.477669,163.13796,703.334,-4.58734,431.344,-1.60694,259.448,1.46611,15.3152,-103.28604,31.1446,-143.38004,491.274,175.35296,31.9174,37.64006,571.063,175.36496
76,60.013,0,26701.6,0,26649.7,0.01101,25207.5,-3.26321,25553.6,-2.19301,25140.9,-3.25511,24267.8,-5.77981,24266.1,-5.60161,702.473,-4.99551,427.496,-0.50851,0.21362,189.62219,703.554,-4.58641,431.177,-1.57641,259.387,1.47874,15.7094,-102.75781,31.7195,-143.12281,491.891,175.39319,31.9174,37.55929,570.852,175.36719
77,60.014,0.03,26707.5,0,26656.4,0.0015,25211.7,-3.26676,25559.5,-2.20806,25146.2,-3.26856,24271.4,-5.78966,24274.2,-5.60866,702.686,-5.01536,427.842,-0.54386,0.21362,189.52044,704.219,-4.59736,431.431,-1.55586,259.75,1.48363,15.7094,-102.85956,31.7195,-143.22456,492.096,175.39944,31.9174,37.45754,571.056,175.35944
78,60.014,0.02,26714.3,0,26658.6,7.00E-05,25212.6,-3.27297,25560.2,-2.20547,25150.5,-3.26217,24275,-5.78977,24272.3,-5.60117,702.901,-5.02547,427.694,-0.52319,0.880778,175.39243,704.442,-4.60777,431.688,-1.52567,259.69,1.48496,15.3152,-103.56057,31.7195,-143.31657,492.407,175.36843,31.9174,37.36553,571.159,175.40243
79,60.014,0,26712.1,0,26660.2,0.01156,25212.5,-3.26586,25560.9,-2.19966,25151.4,-3.26496,24274.2,-5.78946,24276.1,-5.59806,702.672,-5.04176,427.547,-0.49919,1.08925,178.02964,704.109,-4.58786,431.607,-1.55876,259.632,1.48955,15.7094,-103.04036,31.1446,-143.74336,491.889,175.31564,31.5406,37.64044,571.367,175.40764
80,60.014,-0.03,26710.7,0,26658.8,0.01172,25210,-3.27166,25558,-2.19626,25147.9,-3.26036,24274.7,-5.78986,24272.3,-5.60126,702.331,-5.01196,427.895,-0.51215,0.880778,175.22454,703.888,-4.59436,431.446,-1.52646,259.632,1.41045,15.7094,-103.11946,31.1446,-143.82246,491.785,175.28454,31.5406,37.56134,571.162,175.41154
81,60.013,-0.04,26710.1,0,26658.2,0.01185,25207.5,-3.26768,25557.1,-2.20338,25145.5,-3.25628,24272,-5.79388,24269.7,-5.60528,701.993,-4.97238,427.751,-0.46877,0.770218,155.50112,704.334,-4.65488,431.366,-1.54008,259.574,1.43445,15.7094,-103.18888,31.1446,-143.89188,491.579,175.31212,31.5406,37.49192,570.958,175.42512
82,60.013,-0.03,26705,0,26653.8,0.00227,25206.1,-3.27235,25550.8,-2.20075,25139.6,-3.26295,24269.4,-5.79635,24267.2,-5.60765,702.214,-4.95845,427.187,-0.43328,1.15038,167.32225,704.115,-4.65015,431.366,-1.60795,259.516,1.46004,15.5518,-101.80075,31.3403,-143.26375,491.79,175.35225,31.5406,37.42405,571.271,175.40925
83,60.013,-0.01,26704.4,0,26648.8,0.00085,25203.7,-3.26839,25549.9,-2.20779,25142.6,-3.26679,24265.6,-5.78989,24263.5,-5.60119,702.214,-5.02789,427.608,-0.49321,1.35105,170.61881,703.897,-4.64699,431.287,-1.62159,259.036,1.47166,15.5518,-101.87019,31.5406,-142.64519,491.587,175.37981,31.5406,37.35461,571.17,175.38181
84,60.013,0.01,26699.4,0,26648.2,0.00253,25201.3,-3.263,25552.6,-2.2012,25140.3,-3.2611,24263,-5.7923,24265.4,-5.6009,702.548,-5.0503,427.959,-0.49523,1.2994,179.5239,703.572,-4.6058,431.549,-1.5675,259.404,1.50974,15.5518,-101.9381,31.3403,-143.4011,491.902,175.3719,32.1198,37.5964,571.17,175.3139
85,60.013,0.02,26698.2,0,26646.4,0.01241,25203.5,-3.26656,25550,-2.19786,25141.5,-3.25436,24262.5,-5.78236,24266.2,-5.60136,703.217,-5.03876,428.31,-0.5086,1.08925,177.59674,703.696,-4.56716,431.394,-1.53516,259.348,1.52416,15.5518,-102.01726,31.3403,-143.48026,491.801,175.34174,32.1198,37.51724,570.969,175.31774
86,60.013,0.01,26700.9,0,26649.1,0.01258,25203.8,-3.26094,25551.1,-2.19364,25141.8,-3.24854,24267.7,-5.79134,24270.3,-5.59994,702.886,-5.02014,428.171,-0.48618,1.15038,167.01536,704.036,-4.61254,431.239,-1.51384,259.294,1.52741,15.5518,-102.10764,31.3403,-143.57064,491.701,175.29936,32.1198,37.42686,570.669,175.35236
87,60.013,0,26708.2,0,26651.9,0.01127,25205.1,-3.26709,25552.3,-2.19089,25143.1,-3.25439,24266.2,-5.78359,24270.1,-5.60269,702.003,-4.97539,427.122,-0.42689,1.24561,157.76051,704.27,-4.62299,431.583,-1.53979,259.24,1.52922,15.5518,-102.19949,30.9624,-143.29649,491.403,175.35251,31.7454,37.70421,571.203,175.40551
88,60.013,0,26711.1,0,26654.7,0.01146,25205.6,-3.26142,25554.4,-2.19672,25144.5,-3.25882,24270.3,-5.78212,24268.8,-5.59342,701.678,-4.95632,426.499,-0.35635,1.24561,157.67018,704.611,-4.66832,432.004,-1.62002,259.24,1.43889,15.5518,-102.28982,31.3403,-143.75282,491.622,175.37118,31.7454,37.61388,571.423,175.40818
89,60.013,-0.01,26709.4,0,26658.3,0.00338,25207,-3.26457,25556.5,-2.20107,25145.9,-3.26167,24271.3,-5.79227,24269.9,-5.60357,701.909,-4.96357,426.432,-0.3885,1.24561,157.58133,704.295,-4.64817,432.349,-1.64307,259.134,1.53748,15.5518,-102.37867,31.3403,-143.84167,491.843,175.39033,31.7454,37.52503,571.228,175.40333
90,60.013,0,26708.5,0,26657.4,0.00352,25209.4,-3.26812,25559.5,-2.20582,25147.4,-3.25492,24272.2,-5.79282,24270.9,-5.60412,702.695,-4.98872,427.276,-0.44986,1.15038,166.66518,704.429,-4.60962,431.703,-1.56482,259.507,1.56347,15.5518,-102.45782,31.3403,-143.92082,491.843,175.31118,31.7454,37.44588,571.547,175.37518
91,60.013,0.01,26707.7,0,26656.6,0.00368,25207.4,-3.27387,25557.3,-2.20237,25145.4,-3.26047,24273.2,-5.79337,24272,-5.60467,703.035,-5.02277,427.698,-0.52014,1.08925,177.07703,704.119,-4.57957,431.555,-1.53223,259.507,1.48432,15.9516,-101.98897,31.3403,-143.99997,492.162,175.29203,31.7454,37.36673,571.354,175.38003
92,60.013,0,26708.2,0,26651.9,0.01211,25206.4,-3.27039,25556.8,-2.19969,25144.4,-3.25679,24270.9,-5.78759,24269.9,-5.59889,703.27,-5.00109,427.632,-0.5233,0.880778,174.29131,703.465,-4.57479,430.988,-1.48984,259.456,1.51826,15.5518,-102.59669,31.5406,-143.37169,491.969,175.32931,31.7454,37.30701,571.258,175.36131
93,60.013,0,26703.6,0,26647.9,0.00251,25204.4,-3.26492,25555.4,-2.19522,25143.4,-3.26132,24268.7,-5.79002,24267.7,-5.60132,703.27,-5.06912,427.989,-0.52602,0.880778,174.22328,703.261,-4.56982,430.915,-1.50189,259.456,1.45023,15.5518,-102.66472,31.5406,-143.43972,491.778,175.35828,31.7454,37.23898,571.484,175.38628
94,60.013,0,26703.6,0,26647.9,0.00266,25203.4,-3.27117,25554.1,-2.19217,25141.5,-3.25717,24266.5,-5.79397,24265.6,-5.60527,703.059,-5.06567,427.989,-0.59547,0.880778,174.15383,703.057,-4.56637,430.843,-1.51535,259.405,1.47448,15.5518,-102.73417,31.1651,-143.13717,491.683,175.33683,31.584,38.22313,571.389,175.35883
95,60.013,-0.01,26702.9,0,26647.2,0.00283,25205.2,-3.26454,25553.7,-2.20884,25139.6,-3.26274,24267.7,-5.79454,24266.9,-5.60574,702.849,-5.07194,427.859,-0.56156,1.08925,176.80066,703.303,-4.56424,430.699,-1.48247,259.356,1.48905,15.9516,-102.26534,31.1651,-143.21634,491.493,175.35466,31.3723,37.46846,571.199,175.36366
96,60.013,-0.01,26702.3,0,26651.2,0.00437,25203.4,-3.27032,25551.7,-2.20542,25142.3,-3.26622,24268.9,-5.79512,24268.2,-5.60632,703.087,-5.06972,427.731,-0.52758,1.0681,188.03148,703.551,-4.56222,430.558,-1.44954,259.259,1.59745,15.9516,-102.34452,31.1651,-143.29552,491.399,175.32448,31.3723,37.38928,570.918,175.40948
97,60.013,0,26705.6,0,26650,0.00318,25205.2,-3.27489,25553.4,-2.20119,25143.2,-3.26029,24267.9,-5.78569,24268.5,-5.60749,702.776,-5.05059,427.605,-0.50464,1.0681,187.94121,703.899,-4.60789,431.331,-1.46513,259.259,1.50718,15.5518,-102.98279,31.1651,-143.38579,491.212,175.33121,31.9546,37.59111,571.149,175.41221
98,60.013,0,26708.4,0,26657.3,0.00473,25209.8,-3.26666,25559.7,-2.20476,25148.8,-3.26216,24272.6,-5.79406,24276.7,-5.60276,702.468,-5.04106,427.965,-0.53963,1.08925,176.53124,704.049,-4.59026,431.752,-1.55584,259.636,1.51146,15.5518,-103.08276,31.1651,-143.48576,491.536,175.29124,31.9546,37.49114,571.381,175.40524
99,60.013,0.01,26711.9,0,26656.2,0.00358,25216.2,-3.26928,25561.6,-2.20049,25149.8,-3.25618,24277.4,-5.79258,24277.1,-5.60398,702.61,-5.01338,427.841,-0.51664,1.08925,176.44102,703.754,-4.57098,431.683,-1.59011,259.636,1.42124,15.1535,-103.74998,31.5406,-143.94798,491.676,175.35702,31.9546,37.40092,571.707,175.36602
100,60.013,0,26711.5,0,26655.9,0.00374,25214.6,-3.27494,25559.8,-2.19702,25148.2,-3.26174,24274.3,-5.79574,24274.2,-5.60704,702.306,-4.98294,427.78,-0.53917,1.15038,165.87086,704.105,-4.60564,432.035,-1.60417,259.589,1.4358,15.5518,-103.25214,31.5406,-144.02714,492.002,175.33686,31.9546,37.32176,571.615,175.32886
101,60.013,-0.01,26703.3,0,26652.2,0.00516,25204.1,-3.26254,25550.6,-2.1952,25143,-3.25734,24262.4,-5.78174,24266.8,-5.59044,701.558,-4.93844,426.753,-0.44233,1.15038,165.81376,704.105,-4.66274,432.035,-1.66127,259.543,1.47246,15.5518,-103.30924,31.7454,-143.40524,491.911,175.32876,32.1681,37.92596,571.107,175.30476
102,60.013,-0.01,26695.2,0,26639.5,0.00398,25194.4,-3.26026,25536.9,-2.1951,25133.4,-3.25496,24257.1,-5.78626,24257.1,-5.59746,700.811,-4.89376,426.634,-0.38583,1.24561,156.59364,704.105,-4.71986,432.035,-1.71839,259.498,1.50913,15.5518,-103.36636,31.1651,-143.76936,491.403,175.30964,32.1681,37.86884,571.016,175.28964
103,60.013,-0.01,26687,0,26635.9,0.00538,25190.1,-3.26633,25533,-2.20165,25129.1,-3.26093,24251.9,-5.79083,24251.9,-5.60193,701.161,-4.90623,427.057,-0.43508,1.24561,156.53647,703.91,-4.70393,431.476,-1.67272,259.498,1.45196,15.4044,-101.93953,31.1651,-143.82653,491.222,175.35047,31.9546,37.15037,570.745,175.35747
104,60.013,0,26688,0,26631.8,0.01399,25189.5,-3.26267,25532.9,-2.19891,25128.5,-3.25717,24250,-5.78497,24250.2,-5.59607,701.609,-4.95787,427.48,-0.48691,1.15038,165.63973,703.524,-4.61747,431.274,-1.56435,259.498,1.39222,15.4044,-101.99927,31.1651,-143.88627,491.461,175.39773,31.584,37.47403,570.566,175.38173
105,60.012,-0.01,26687.8,0,26632.2,0.00439,25188.9,-3.2786,25532.1,-2.20553,25127,-3.2626,24252.7,-5.796,24252.9,-5.6072,701.511,-5.0005,427.48,-0.56614,1.15038,165.5605,703.687,-4.5792,431.563,-1.52266,259.453,1.40682,15.5518,-103.5625,31.5406,-144.3375,491.372,175.3675,31.584,37.3948,570.806,175.3955
106,60.012,-0.01,26688.3,0,26632.6,0.00453,25186.7,-3.26429,25535.8,-2.20071,25125.7,-3.25839,24249.9,-5.78939,24250.2,-5.60049,701.217,-4.95999,426.94,-0.52997,1.35105,168.85701,704.041,-4.60439,431.563,-1.59215,259.409,1.43118,15.4044,-102.14799,31.5406,-144.40699,491.283,175.34701,31.584,37.32531,570.629,175.41001
107,60.012,0,26692.2,0,26636,0.0145,25188.2,-3.2586,25538.1,-2.19636,25127.2,-3.2524,24255,-5.788,24251,-5.6015,700.829,-4.9034,426.711,-0.39284,1.35105,168.7668,704.846,-4.6426,431.985,-1.67361,259.366,1.43486,15.4044,-102.2382,31.3723,-143.4402,491.525,175.3648,31.584,37.2351,570.872,175.4128
108,60.012,0,26699.5,0,26643.9,0.00495,25193.4,-3.2614,25539.7,-2.20259,25132.4,-3.255,24258.1,-5.7862,24255.3,-5.6103,700.991,-4.8964,426.599,-0.38999,1.43301,160.5259,705.201,-4.7094,432.342,-1.71983,259.323,1.41788,15.4044,-102.3491,31.3723,-143.5511,491.769,175.3609,31.584,37.1242,571.117,175.3939
109,60.012,0,26703,0,26651.4,0.01613,25199.5,-3.26359,25545.9,-2.19619,25137.7,-3.24669,24262.4,-5.78399,24258.7,-5.59759,701.156,-4.87829,426.434,-0.31913,1.43301,160.42601,704.921,-4.69959,432.212,-1.70779,259.281,1.41194,15.4044,-102.44899,31.3723,-143.65099,491.596,175.35901,31.584,37.02431,571.362,175.38701
110,60.013,0.03,26706.6,0,26650.9,0.00537,25201.3,-3.26756,25548.4,-2.20157,25140.3,-3.26066,24262.2,-5.78426,24263.1,-5.59546,700.873,-4.86796,426.38,-0.36205,1.24561,155.92714,705.185,-4.71886,432.083,-1.69565,259.24,1.40605,15.4044,-102.54886,31.3723,-143.75086,491.843,175.36614,31.8,37.59084,571.191,175.37114
111,60.013,0.03,26706.7,0,26651.1,0.00553,25200.1,-3.27324,25547.1,-2.19803,25138.3,-3.25584,24264.1,-5.78484,24265.2,-5.59614,700.78,-4.91034,425.902,-0.39148,0.955338,160.24696,705.001,-4.72494,432.442,-1.71041,259.625,1.42973,15.4044,-102.62804,31.3723,-143.83004,491.758,175.33596,31.8,37.51166,571.106,175.33396
112,60.013,0,26703.5,0,26647.3,0.01544,25199,-3.25815,25547.4,-2.19409,25138.1,-3.25095,24262.6,-5.77775,24263.8,-5.58895,700.144,-4.90295,425.849,-0.39296,1.15038,164.95245,704.909,-4.74685,432.802,-1.7046,259.585,1.46511,15.4044,-102.68655,31.3723,-143.88855,491.673,175.32645,31.8,37.45315,571.355,175.36745
113,60.013,0,26699.7,0,26644.1,0.0058,25194.3,-3.26493,25538.6,-2.20311,25128.8,-3.25933,24256.7,-5.78264,24257.9,-5.59384,699.959,-4.89754,426.167,-0.34011,1.91068,160.12016,704.636,-4.70534,432.739,-1.71694,259.16,1.38811,15.5518,-104.23884,31.0007,-143.56984,491.504,175.35616,31.8,37.38486,571.187,175.38316
114,60.013,0,26692,0,26636.4,0.00593,25185,-3.26259,25534.3,-2.19963,25124.1,-3.25505,24247.3,-5.78955,24248.6,-5.60075,700.134,-4.83695,426.488,-0.27657,2.10391,162.66575,704.995,-4.71875,432.677,-1.71838,259.121,1.42477,15.5518,-104.29625,31.0007,-143.62725,491.002,175.33775,31.8,37.32745,570.601,175.40175
115,60.013,-0.01,26684.8,0,26629.2,0.00603,25181.1,-3.25897,25526.3,-2.19812,25120.1,-3.2513,24246.9,-5.78213,24248.2,-5.59323,700.493,-4.84033,426.912,-0.31736,2.10391,162.61807,704.365,-4.70053,432.192,-1.71824,259.546,1.38564,15.4044,-102.85993,31.0007,-143.67493,490.918,175.33907,31.8,37.27977,570.518,175.39607
116,60.013,-0.01,26690.3,0,26634.7,0.00617,25185.5,-3.26443,25530.5,-2.19451,25124.5,-3.25661,24249.9,-5.78472,24251.4,-5.59582,701.034,-4.94032,426.912,-0.38795,1.76156,172.47348,704.097,-4.66122,431.586,-1.62864,259.508,1.40899,15.4044,-102.93052,31.2148,-143.06452,491.171,175.37548,31.8,37.20918,570.855,175.37648
117,60.013,0,26694.7,0,26639.1,0.00636,25192.8,-3.26713,25538.6,-2.19871,25131.1,-3.24881,24256.6,-5.7939,24258.1,-5.6051,701.393,-4.9862,426.912,-0.47803,1.72226,179.2944,704.194,-4.5974,431.466,-1.6064,259.47,1.41288,15.4044,-103.0206,31.2148,-143.1546,491.426,175.3924,31.4334,37.5167,571.11,175.3784
118,60.013,0,26698.8,0,26643.2,0.00657,25199.5,-3.26936,25546,-2.20256,25133.2,-3.25254,24261.3,-5.79182,24263,-5.60302,701.663,-5.00502,427.285,-0.51409,1.72226,179.19458,703.932,-4.58712,431.771,-1.58602,259.397,1.50108,15.8079,-102.60542,31.2148,-143.25442,491.345,175.34158,31.6561,38.07908,571.366,175.37058
119,60.013,0,26702.4,0,26646.8,0.00679,25205.4,-3.27111,25547.6,-2.19738,25139.2,-3.25401,24265.2,-5.78887,24267,-5.60017,701.933,-5.03377,427.184,-0.50985,1.72226,179.08503,703.759,-4.62327,431.654,-1.58323,259.361,1.48558,15.8079,-102.71497,31.8,-143.08997,491.522,175.38803,31.6561,37.96953,571.205,175.34603
120,60.013,0.01,26706.6,0,26651,0.007,25207,-3.26481,25554.6,-2.19111,25146,-3.25603,24270.1,-5.78673,24272.1,-5.59803,702.567,-5.00863,427.085,-0.49576,1.72226,178.98527,703.952,-4.60583,431.539,-1.57059,259.327,1.47989,15.8079,-102.81473,31.8,-143.18973,491.782,175.39627,31.6561,37.86977,571.464,175.33827
121,60.013,0.01,26706.8,0,26651.6,-0.0026,25205.5,-3.26991,25550,-2.20893,25144.6,-3.26093,24268,-5.79946,24270.1,-5.61076,702.391,-5.02406,427.46,-0.52122,1.72226,178.89634,703.697,-4.58456,431.426,-1.54706,259.292,1.48506,15.6745,-101.42566,31.8,-143.27866,491.624,175.40434,31.6561,37.78084,571.305,175.33334
122,60.013,-0.01,26703.9,0,26648.3,0.00731,25201.8,-3.27716,25550.6,-2.20511,25140.2,-3.25775,24266.8,-5.79236,24264.6,-5.60586,702.303,-5.04586,427.364,-0.46601,1.70896,185.96274,703.613,-4.60636,431.37,-1.5494,259.259,1.52058,15.6745,-101.48426,31.2148,-143.61126,491.624,175.34574,31.6561,37.72224,571.147,175.35874
123,60.013,-0.01,26701,0,26640.9,0.00642,25197.4,-3.27414,25542.2,-2.2042,25136.5,-3.26487,24262.2,-5.79798,24260,-5.61148,702.215,-5.06778,427.316,-0.4677,1.92258,185.90412,703.445,-4.59148,431.259,-1.49547,259.259,1.46196,15.2675,-102.02388,31.584,-144.06288,491.966,175.34512,31.6561,37.66362,570.99,175.38412
124,60.013,0,26693.7,0,26638.1,0.00755,25192.4,-3.25982,25538.3,-2.20083,25127.6,-3.26234,24256.6,-5.79211,24254.5,-5.60551,702.041,-5.05181,426.844,-0.4747,1.93441,179.50649,703.278,-4.57551,430.78,-1.50407,259.226,1.49848,15.2675,-102.08151,31.2148,-143.72751,491.887,175.33649,31.6561,37.60599,570.835,175.41149
125,60.013,0,26685.9,0,26630.8,-0.0021,25188,-3.26557,25534.5,-2.20724,25123.3,-3.26793,24251.1,-5.79605,24249.1,-5.60935,701.868,-5.04555,426.798,-0.48514,1.93441,179.43905,703.565,-4.56255,430.726,-1.51515,259.194,1.52521,15.6745,-101.66795,31.2148,-143.79495,491.81,175.31805,31.6561,37.53855,570.758,175.38605
126,60.013,-0.01,26687.2,0,26632.1,-0.00195,25183.7,-3.27329,25530,-2.20546,25122.8,-3.26355,24250.1,-5.79968,24248.2,-5.61308,701.61,-5.00448,426.705,-0.44052,1.93441,179.36962,703.482,-4.59518,431.573,-1.57017,259.194,1.45578,15.6745,-101.73738,31.2148,-143.86438,491.655,175.34662,31.6561,37.46912,570.681,175.35862
127,60.013,-0.02,26688.2,0,26632.6,0.00801,25187.1,-3.26697,25534.1,-2.20045,25126.9,-3.26733,24251.8,-5.78979,24250,-5.60319,701.892,-5.00309,426.66,-0.46268,1.93441,179.29041,703.4,-4.63759,431.943,-1.58599,259.589,1.47761,15.6745,-101.81659,31.4334,-143.27259,491.502,175.36541,31.6561,37.38991,570.948,175.37141
128,60.012,-0.01,26697.8,0,26642.3,0.0082,25194.3,-3.26045,25542.1,-2.19558,25134.1,-3.26058,24258,-5.78947,24256.3,-5.60287,702.174,-5.01337,426.615,-0.49651,1.70896,185.53953,703.608,-4.61147,431.837,-1.56439,259.558,1.48079,15.6745,-101.90747,31.4334,-143.36347,491.351,175.37253,31.8831,37.95183,571.293,175.33053
129,60.012,0,26702.6,0,26647,0.0084,25201.6,-3.26277,25545.7,-2.20091,25136.9,-3.26425,24263.4,-5.78743,24261.9,-5.60083,702.375,-4.99563,426.95,-0.4761,1.72226,178.31487,703.899,-4.63093,431.784,-1.6078,259.499,1.56932,15.6745,-102.00713,31.6561,-142.80113,491.621,175.37987,31.8831,37.85217,571.067,175.35787
130,60.012,-0.01,26703.2,0,26648.1,-0.00121,25200.6,-3.26783,25549.9,-2.20572,25139.7,-3.25721,24265.3,-5.78726,24264.8,-5.61136,702.209,-5.01086,426.863,-0.45095,1.72226,178.22594,704.191,-4.63972,431.68,-1.58417,259.471,1.57452,15.6745,-102.09606,31.6561,-142.89006,491.968,175.34894,31.5232,38.17944,570.918,175.35294
131,60.012,-0.01,26700.3,0,26644.7,0.00872,25200.4,-3.26271,25545.7,-2.20294,25139.5,-3.25191,24264.5,-5.79003,24263.2,-5.60343,702.044,-5.00563,426.82,-0.46236,1.72226,178.15747,704.485,-4.62814,431.578,-1.54003,259.471,1.50605,15.6745,-102.16453,31.6561,-142.95853,491.894,175.32947,31.5232,38.11097,571.191,175.37647
132,60.012,0.02,26701.5,0,26646.4,-0.00091,25200.2,-3.26826,25546.1,-2.2095,25139.9,-3.26761,24262.9,-5.79288,24261.6,-5.60628,701.963,-5.04788,426.778,-0.48444,1.92258,185.20332,703.796,-4.60323,431.477,-1.50652,259.443,1.52105,15.8079,-103.72168,31.4334,-143.69968,491.747,175.34832,31.2937,37.37452,571.045,175.38132
133,60.013,0.02,26698.2,0,26643.1,-0.00075,25200,-3.27294,25546,-2.20499,25139.1,-3.26178,24261.3,-5.79475,24260.2,-5.60815,702.252,-5.04575,427.161,-0.50001,1.92258,185.12505,703.563,-4.57093,431.378,-1.47207,259.017,1.43671,15.6745,-102.32195,31.4334,-143.77795,491.601,175.36805,31.8831,37.53735,571.321,175.39505
134,60.013,0.01,26699.9,0,26639.8,0.00834,25195.3,-3.27021,25541.9,-2.20306,25134.5,-3.25888,24259.7,-5.78781,24258.7,-5.60111,702.09,-5.04131,427.119,-0.51233,1.93441,178.71569,703.939,-4.59715,431.329,-1.48505,259.416,1.46758,15.6745,-102.39131,31.6561,-143.18531,491.95,175.35569,31.8831,37.46799,571.249,175.36769
135,60.013,0,26693.3,0,26637.8,0.00931,25192,-3.26677,25538.4,-2.19,25131.2,-3.25532,24255.4,-5.78278,24254.5,-5.59608,702.01,-5.05248,427.037,-0.4463,1.96948,172.47862,703.862,-4.60836,430.856,-1.48315,259.39,1.5137,15.6745,-102.43938,31.2937,-142.82138,491.385,175.39762,31.7569,38.48392,571.177,175.36162
136,60.013,0,26686.8,0,26631.3,0.0094,25184.2,-3.26484,25531.6,-2.19862,25123.3,-3.25326,24247.5,-5.79038,24251.1,-5.60168,701.93,-5.06368,426.571,-0.44273,1.76156,170.92352,703.709,-4.58272,431.281,-1.52484,258.937,1.5542,15.6745,-102.48748,31.2937,-142.86948,491.385,175.34952,31.5232,37.78802,571.105,175.35652
137,60.012,-0.03,26684,0,26628.9,-0.00026,25184.8,-3.27005,25532.7,-2.20473,25119.4,-3.25979,24246.9,-5.79312,24246.1,-5.60642,702.223,-5.05188,426.531,-0.45413,1.70896,184.89098,703.104,-4.58365,431.281,-1.59338,258.937,1.48566,15.6745,-102.55602,31.2937,-142.93802,491.314,175.32998,31.5232,37.71948,570.613,175.32298
138,60.012,0,26689.7,0,26634.6,-8.00E-05,25188.1,-3.26413,25532.2,-2.20152,25123.3,-3.26396,24249.1,-5.79392,24248.5,-5.60722,702.517,-5.06142,426.492,-0.48678,1.51052,-167.06882,702.879,-4.56266,431.705,-1.67677,259.339,1.49569,15.6745,-102.64582,31.2937,-143.02782,491.173,175.33918,31.5232,37.62968,570.893,175.32518
139,60.012,0,26699.6,0,26644.5,0.00013,25195.9,-3.26734,25540.9,-2.20638,25130.6,-3.25658,24255.1,-5.79257,24259.1,-5.60397,702.283,-5.05102,426.839,-0.46764,1.49534,184.70083,703.109,-4.54614,431.563,-1.60804,259.315,1.48958,15.6745,-102.74617,31.2937,-143.12817,491.455,175.34483,31.5232,37.52933,571.105,175.35783
140,60.012,0,26709.6,0,26649.5,0.00936,25203.2,-3.26023,25549,-2.20105,25138.5,-3.25954,24261.1,-5.79135,24265.2,-5.60275,702.503,-5.0342,426.763,-0.45366,1.93441,178.26055,703.942,-4.59751,431.848,-1.53307,259.291,1.48356,15.5518,-101.34445,31.2937,-143.22845,491.317,175.34255,31.5232,37.42905,571.32,175.39155
141,60.013,0.03,26710.5,0,26650.8,-0.00023,25207.3,-3.2736,25553.3,-2.20556,25142,-3.26235,24268.1,-5.79912,24267,-5.60192,702.35,-5.05899,426.263,-0.44299,1.96948,171.97288,704.703,-4.61052,431.758,-1.519,259.246,1.57346,15.963,-101.02212,31.2937,-143.32712,491.67,175.30188,31.7569,37.97818,571.184,175.37788
142,60.013,0,26708,0,26647.9,0.00973,25202.4,-3.25964,25549.6,-2.20272,25137.6,-3.25851,24266.9,-5.79125,24266.7,-5.60465,702.123,-5.01665,426.226,-0.4543,1.96948,171.90435,704.558,-4.60529,431.758,-1.58753,259.225,1.59924,15.6745,-103.01365,31.2937,-143.39565,491.534,175.33135,31.7569,37.90965,571.049,175.39435
143,60.012,-0.03,26701.3,0,26641.3,0.00987,25199.3,-3.26606,25541.8,-2.20071,25134,-3.25446,24262,-5.78545,24261.9,-5.59881,701.972,-5.00069,426.616,-0.45024,1.93441,178.03535,703.961,-4.59533,431.713,-1.58914,259.246,1.44693,15.2675,-103.55265,31.6561,-143.86565,491.822,175.37935,31.5232,37.20385,570.915,175.42035
